"station_id","tract_geoid","state_fips","state_name","county_fips","tract_code","site_name","industry","matrix","sample_year","longitude","latitude","pfoa","pfos","total_pfas","reported_pfas_level","total_population","people_of_color","people_of_color_pct","white_non_hispanic_pct","black_non_hispanic_pct","aian_non_hispanic_pct","asian_non_hispanic_pct","nhpi_non_hispanic_pct","other_race_non_hispanic_pct","multiracial_non_hispanic_pct","hispanic_or_latino_pct","median_household_income"
"251","06095252702","06","California","095","252702","Solano Class III Disposal","Landfill","Groundwater","2019","-121.975733","38.22859","12","13","1900","1900","7119","5469","76.8225874420565","23.1774125579435","21.4636887203259","0","22.039612305099","1.2220817530552","0.618064334878494","9.74856019103807","21.7305801376598","65833"
"252","06001451104","06","California","001","451104","Altamont Landfill","Landfill","Groundwater","2019","-121.6498","37.749392","400","36","1905","1905","6474","3548","54.8038307074452","45.1961692925548","6.62650602409639","0.216249613839975","23.8029039233859","0.216249613839975","0.47883843064566","5.18999073215941","18.2730923694779","183846"
"253","06081611700","06","California","081","611700","Marsh Road Landfill","Landfill","Groundwater","2019","-122.17233","37.491958","360","120","1907","1907","6627","6044","91.202655802022","8.79734419797797","5.52286102308737","0","19.7072581862079","0","0","3.9082541119662","62.0642824807605","158333"
"254","06115040800","06","California","115","040800","Ostrom Road Landfill","Landfill","Groundwater","2019","-121.384855","39.073853","150","6","2011","2011","4495","1535","34.1490545050056","65.8509454949944","0.0222469410456062","0","1.49054505005562","0","0.444938820912125","13.1479421579533","19.0433815350389","92500"
"255","06043000101","06","California","043","000101","Mariposa County Municipal Solid Waste Landfill","Landfill","Groundwater","2019","-120.0102","37.50128","450",,"2023","2023","3122","822","26.3292761050609","73.6707238949391","1.85778347213325","2.59449071108264","2.49839846252402","0","0.832799487508008","6.50224215246637","12.0435618193466","60536"
"256","06073020029","06","California","073","020029","Bradley Park - Old Linda Vista Landfill","Landfill","Groundwater","2019","-117.201842","33.137987","110","90","2028","2028","7007","5193","74.1116026830313","25.8883973169687","1.74111602683031","0.827743684886542","8.76266590552305","0","0","5.97973455116312","56.8003425146282","77449"
"257","06029003304","06","California","029","003304","Clean Harbors Buttonwillow,Inc","Landfill","Groundwater","2019","-119.61586","35.39896","120","3","2077","2077","2764","1255","45.4052098408104","54.5947901591896","2.85817655571635","0","1.62807525325615","0.253256150506512","0","5.60781476121563","35.0578871201158","92500"
"258","06095252702","06","California","095","252702","Potrero Hills Landfill","Landfill","Groundwater","2019","-121.978126","38.211002","320",,"2122","2122","7119","5469","76.8225874420565","23.1774125579435","21.4636887203259","0","22.039612305099","1.2220817530552","0.618064334878494","9.74856019103807","21.7305801376598","65833"
"259","06037310100","06","California","037","310100","Burbank Landfill","Landfill","Groundwater","2019","-118.313816","34.206782","150",,"2158","2158","5968","1713","28.7030831099196","71.2969168900804","5.09383378016086","0.720509383378016","9.29959785522788","0","0","3.55227882037534","10.0368632707775","171991"
"260","06083002932","06","California","083","002932","Tajiguas Solid Waste Site","Landfill","Groundwater","2019","-120.126538","34.482394","250",,"2222","2222","2342","1261","53.8428693424424","46.1571306575576","1.06746370623399","0.170794192997438","10.5892399658412","0","0.426985482493595","1.66524338172502","39.9231426131511","120250"
"261","06085505010","06","California","085","505010","Santa Clara All Purpose Landfill","Landfill","Groundwater","2019","-121.97234","37.411113","280",,"2298","2298","4756","4015","84.4196804037006","15.5803195962994","3.84777123633305","0","65.0967199327166","0","1.09335576114382","2.64928511354079","11.7325483599664","202663"
"262","06087122300","06","California","087","122300","Watsonville Class III Landfill","Landfill","Groundwater","2019","-121.812354","36.917829","61",,"2364","2364","3804","1603","42.1398527865405","57.8601472134595","0.0262881177707676","0","1.65615141955836","0","0.920084121976867","5.28391167192429","34.2534174553102","103929"
"263","06085504602","06","California","085","504602","Newby Island Landfill","Landfill","Groundwater","2019","-121.943335","37.458801","140","29","2725","2725","1542","1261","81.7769130998703","18.2230869001297","2.14007782101167","0","18.5473411154345","0","0","2.72373540856031","58.3657587548638","121953"
"264","06037980015","06","California","037","980015","DFSP San Pedro","Military","Groundwater",,"-118.297187","33.775384","340","970",,"970","1392","1141","81.9683908045977","18.0316091954023","25","0","13.9367816091954","0","2.1551724137931","6.89655172413793","33.9798850574713","79375"
"265","06013318000","06","California","013","318000","DFSP Ozol","Military","Groundwater",,"-122.163022","38.026588","489","24700",,"24700","3514","1057","30.0796812749004","69.9203187250996","1.22367672168469","0","3.89869095048378","0","0","9.04951622083096","15.907797381901","101947"
"266","06111004600","06","California","111","004600","Naval Air Station Point Mugu CA NAVAIRWARC","Military","Groundwater",,"-119.119092","34.116518","1071530","13407957",,"13407957","1860","766","41.1827956989247","58.8172043010753","5.91397849462366","0.967741935483871","3.49462365591398","0","0","8.44086021505376","22.3655913978495","67460"
"267","06029005300","06","California","029","005300","Naval Air Weapons Station China Lake","Military","Groundwater","2016","-117.657437","35.655171",,,,"8000000","2416","1282","53.0629139072848","46.9370860927152","13.7003311258278","0","4.22185430463576","0.869205298013245","0.538079470198676","5.38079470198675","28.3526490066225","58261"
"268","06053011400","06","California","053","011400","Fort Hunter Liggett","Military","Groundwater","2016","-121.23129","36.003606",,"120",,"120","4951","2030","41.0018178145829","58.9981821854171","0.30296909715209","1.21187638860836","1.59563724500101","0","1.27247020803878","4.94849525348414","31.6703696222985","101750"
"269","06053014108","06","California","053","014108","Fort Ord","Military","Groundwater","2019","-121.822393","36.656968","8","447",,"560","5200","2962","56.9615384615385","43.0384615384615","3.36538461538462","0","16.4807692307692","0","0.326923076923077","9.19230769230769","27.5961538461538","79931"
"270","06073018700","06","California","073","018700","Marine Corps Base Camp Pendleton (South)","Military","Groundwater","2014","-117.320512","33.317842","24",,,"24","40415","21336","52.7922800940245","47.2077199059755","7.19039960410739","1.29654831127057","6.0695286403563","0.358777681553879","1.17035754051713","4.74823704070271","31.9584312755165","67156"
"271","06071012002","06","California","071","012002","Marine Corps Logistics Base Barstow","Military","Groundwater","2016","-116.954392","34.875791",,,,"138","5361","4240","79.0897220667786","20.9102779332214","22.4398433128148","1.93993657899646","4.14101846670397","0","0.559597090095131","6.65920537213206","43.3501212460362","44798"
"272","06075017903","06","California","075","017903","Naval Station Treasure Island","Military","Groundwater","2016","-122.371174","37.817377",,,,"10750","2429","1719","70.7698641416221","29.2301358583779","17.6615891313298","0","6.17538081515027","0","1.35858377933306","13.5446685878963","32.0296418279127","93269"
"273","06065046700","06","California","065","046700","March Air Force Base","Military","Groundwater","2016","-117.261733","33.890884",,,,"9666","4388","3684","83.9562443026436","16.0437556973564","10.3008204193254","0","8.40929808568824","0","0.455788514129444","5.99361896080219","58.7967183226983","55476"
"274","06095253300","06","California","095","253300","Naval Support Activity Monterey - Naval Radio Transmitter Facility Dixon","Military","Groundwater","2016","-121.775444","38.384953",,,,"260","3680","1845","50.1358695652174","49.8641304347826","2.96195652173913","0.0815217391304348","1.84782608695652","0","1.03260869565217","5.89673913043478","38.3152173913044","103131"
"275","06001428700","06","California","001","428700","Naval Air Station Alameda","Military","Groundwater","2016","-122.312679","37.78274",,,,"336000","5600","4307","76.9107142857143","23.0892857142857","13.1785714285714","0","40.5892857142857","1.625","0.375","5.57142857142857","15.5714285714286","191528"
"276","06111004305","06","California","111","004305","Naval Construction Battalion Center Port Hueneme","Military","Groundwater","2016","-119.200163","34.16816",,,,"1080000","2193","1059","48.2900136798906","51.7099863201094","8.25353397172823","0","5.47195622435021","0","0","12.266301869585","22.2982216142271","67083"
"277","06059052439","06","California","059","052439","El Toro Marine Corps Air Station","Military","Groundwater","2016","-117.727791","33.66552",,,"102","3826","13687","10102","73.8072623657485","26.1927376342515","0.635639658069701","0.116899247461094","56.7618908453277","0.0876744355958208","0","6.24680353620224","9.95835464309198","174088"
"278","06059075518","06","California","059","075518","Marine Corps Air Station Tustin","Military","Groundwater","2016","-117.823927","33.702939",,,,"770000","11153","9290","83.2959741773514","16.7040258226486","3.55061418452434","0.134492961535013","53.6626916524702","0","0","4.82381422038913","21.1243611584327","150565"
"279","06071010402","06","California","071","010402","Marine Corps Air Ground Combat Center Twentynine Palms","Military","Groundwater","2016","-116.054128","34.224752",,,,"440","11067","5804","52.4442034878467","47.5557965121533","6.97569350320773","0.424686003433631","2.95473027920846","0.822264389626818","0.11746634137526","6.27089545495618","34.8784675160387","66491"
"280","06067008803","06","California","067","008803","Mather Air Force Base","Military","Groundwater","2017","-121.297211","38.563659",,,,"910000","2203","722","32.7734906945075","67.2265093054925","12.2560145256468","0","2.72355878347708","0","0","3.67680435769405","14.1171130276895","73250"
"281","06115040902","06","California","115","040902","Beale Air Force Base","Military","Groundwater","2016","-121.359881","39.111504","3100","7100","12600","12600","2242","1039","46.342551293488","53.657448706512","13.3809099018733","0.178412132024978","3.74665477252453","0","0","15.3880463871543","13.6485280999108","60122"
"282","06095980000","06","California","095","980000","Travis Air Force Base","Military","Groundwater","2017","-121.944464","38.262965","140000","780000","833700","833700","0","0",,,,,,,,,,
"283","06047000503","06","California","047","000503","Castle Air Force Base","Military","Groundwater","2017","-120.577909","37.364827","42300","2330000","2598770","2598770","2489","1741","69.9477701888309","30.0522298111691","18.1197267979108","3.25431900361591","2.00883889112093","0","1.92848533547609","1.56689433507433","43.0695058256328","87656"
"284","06071980200","06","California","071","980200","George Air Force Base","Military","Groundwater","2015","-117.371395","34.589059","5210","1690","17090","17090","4161","3471","83.4174477289113","16.5825522710887","24.6094688776736","4.42201393895698","3.0761836097092","0.264359528959385","0","0","51.0454217736121",
"285","06067007301","06","California","067","007301","McClellan Air Force Base","Military","Groundwater","2017","-121.390048","38.673338",,,,"348","5450","3576","65.6146788990826","34.3853211009174","9.15596330275229","0.275229357798165","9.43119266055046","0","0","10.5871559633028","36.1651376146789","54122"
"286","06029005700","06","California","029","005700","Edwards Air Force Base","Military","Groundwater","2017","-117.891209","34.924031","17000","260000","300000","300000","2633","1194","45.3475123433346","54.6524876566654","12.6851500189897","0.721610330421572","1.67109760729206","0","0.379794910748196","8.50740600075959","21.3824534751234","93810"
"287","06071980100","06","California","071","980100","Norton Air Force Base","Military","Groundwater","2017","-117.250846","34.103463","22","19",,"22","3","3","100","0","66.6666666666667","0","0","0","0","0","33.3333333333333",
